idTweeter;fecha;autor;cuenta;seguidores;retweet;textoLimpio;polaridad;subjetivo;geolocalizacion
1089231304594472961;2019-01-26  18:39:14;JORDY  GERALDO;GERALD_7_7;11;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089228951447392256;2019-01-26  18:29:53;BENDICE  MI  FSMILIA;BFSMILIA;11;14;LARADIOREDONDA  VIVE  NOCHEAMARILLA2019  JUNTO  LARADIOREDONDA  SABADO  TWENTY-SIX  ENERO  ESTADIO  MONUMENTAL  BANCOPICHINCHA  ONE;0.34;0.42000000000000004;
1089225703529299969;2019-01-26  18:16:59;ROMEL  GUERRA  ;ROMEL2K81;186;0;MARCO197905  BANCOPICHINCHA  APLICACION  PESIMA  PAGAR  TARJETA  CREDITO  PUEDO  SALE  TODAVIA  DATOS  NOVIEMBRE  ANO  PASADO;0.34;0.42000000000000004;QUITO
1089225679349207040;2019-01-26  18:16:53;ADRIAN  AGUAS;ADRIAN3439;181;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;QUITO,  ECUADOR
1089225476076433408;2019-01-26  18:16:04;MR  GEORGE;JORGITOMIXDJ;1653;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089225255472771074;2019-01-26  18:15:12;JOSEMOREIRA;JDMOREIRA90;37;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089224909618860032;2019-01-26  18:13:49;DANNY  CEVALLOS  F.;CEVALLOS_F;88;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;DURAN-GUAYAS-ECUADOR
1089223757481369609;2019-01-26  18:09:15;CESAR  E.  VERA  E.;CHECHOVERA25;3749;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GQUIL-ECU
1089222358714458118;2019-01-26  18:03:41;EMELIE;EMTOURIZ;33;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089220611254173700;2019-01-26  17:56:45;CARLOS  ALBAN;CLAACITO;324;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089220512197296129;2019-01-26  17:56:21;DANNY  BURGOS;DANNYBURGOSY;461;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089220391753707527;2019-01-26  17:55:52;LUIS  ARTURO;LUISARTURO910;673;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089217832745947136;2019-01-26  17:45:42;JAVIER  GALVEZ;GATOJAVIER_9845;16;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089216978080944128;2019-01-26  17:42:18;CARLOS  VILLACIS;CARLOSV81815876;4;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;
1089216700938153984;2019-01-26  17:41:12;ANDREA  PIRLO  ;PIRLO_IT_;167;3;YLUMINATY  BANCOPICHINCHA  BLOQUEADO  TARJETA  DEBITO  REPENTINAMENTE  TEMAS  SEGURIDAD  PIDEN  ESPERAR  LLAME;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
1089216399619297282;2019-01-26  17:40:00;MIGUEL  ANGEL;MIGUELDANTE1999;3;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;ECUADOR
1089215755877580800;2019-01-26  17:37:27;NOHELIA  SMITH;NOHELIASMITH04;259;14;LARADIOREDONDA  VIVE  NOCHEAMARILLA2019  JUNTO  LARADIOREDONDA  SABADO  TWENTY-SIX  ENERO  ESTADIO  MONUMENTAL  BANCOPICHINCHA  ONE;0.34;0.42000000000000004;  GUAYAQUIL  -  ECUADOR  
1089215463601725447;2019-01-26  17:36:17;MARCELO  VACA  NAVAS;MVACA1;470;0;CARLOSALOMOTO1  LOROHOMERO  CJUDICATURAEC  BANCOPICHINCHA  SEPAN  DIGO  VERDAD  MIREN  VIDEO  ADJUNTO  CASO  SACO  AIRE  NACIONAL  SENAL  ECUADOV  TEN  MILLION,  TWENTY-TWO  THOUSAND  AND  SEVENTEEN  BANCOPICHINCHA  ELN16071997  PAGO  CHEQUE  NUNCA  ENTREGO  FIRMA  FALSIF  FIFTY-FOUR  MILLION,  EIGHT  HUNDRED  THOUSAND  OO  SUCRES  COLMO  MALDAD  CENTRAL  RIESGO  HTTPS  TCO9GBZIPWGCO;0.34;0.42000000000000004;QUITO
1089214693036548096;2019-01-26  17:33:14;BRYAN  PLUA;BRYANPLUA;689;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;UT:  -2.2377791,-79.8911396
1089214215133544448;2019-01-26  17:31:20;MARCELO  VACA  NAVAS;MVACA1;470;0;CARLOSALOMOTO1  LOROHOMERO  CJUDICATURAEC  BANCOPICHINCHA  APELE  COE  CIVIL  PICHINCHA  BUSCANDO  LEGUE  JUSTICIA  REAL  PROBA  SIMPLE  MOAL  ECUADOR  INCREIBLE  LUCHA  JUDICIAL  TWENTY  ANOS  BANCOPICHINCHA  TRIBUNAL  RATIFICA  1RA  SENTENCIA  PEDI  ULTIMO  RECURSO  JUDIC  CASACION  FIN  SALE  PROVIDENCIA  MIRE  ADJUNTO  HTTPS  TCOYBWKI9NK5W;0.34;0.42000000000000004;QUITO
1089213957993385984;2019-01-26  17:30:18;VICTOR  TOLEDO;VICTORHUGO2100;128;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL  -  ECUADOR
1089213762039619584;2019-01-26  17:29:32;AV  QUITO  FAN;ADVEINT;62;3;GOMEZUIO  BYRONVILLACIS  FALLA  BANCOPICHINCHA  SELECCION  PERSONAL  CONTROLES  INTERNOS  INFORMACION  PARECERIA;0.34;0.42000000000000004;
1089213656783560704;2019-01-26  17:29:07;YO;AYERIMBSC;103;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL  ECUADOR
1089213429607477248;2019-01-26  17:28:12;RAUL  MORA;_RAULML;216;491;HRUGEL  AHORA  SI  ESTADIO  MONUMENTAL  BANCOPICHINCHA  VA  REGRESANDO  NIVEL  SIEMPRE  DEBIO  TENER  HERMOSA;0.34;0.42000000000000004;GUAYAQUIL,  ECUADOR
